Job Title,Job Description,Skills,Company,Location
AI Engineer,"We are looking for a AI Engineer at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Java, Python, Deep Learning, AWS, SQL",AI Labs,Pune
DevOps Engineer,"We are looking for a DevOps Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, Power BI, PyTorch, AWS, NLP, Node.js",Meta,Pune
Software Engineer,"We are looking for a Software Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, Docker, React, Deep Learning",Amazon,Pune
Data Scientist,"We are looking for a Data Scientist at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, TensorFlow, Java, Tableau, Kubernetes",Microsoft,Pune
NLP Engineer,"We are looking for a NLP Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, REST APIs, AWS, Git",IBM,Chennai
AI Engineer,"We are looking for a AI Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, React, PyTorch, TensorFlow, Power BI, Kubernetes",Microsoft,Hyderabad
DevOps Engineer,"We are looking for a DevOps Engineer at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, React, Power BI, Java, SQL",Cognizant,Pune
NLP Engineer,"We are looking for a NLP Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, Kubernetes, REST APIs, Python",Amazon,Hyderabad
Full Stack Developer,"We are looking for a Full Stack Developer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Docker, TensorFlow, SQL, Machine Learning",TCS,Mumbai
Frontend Developer,"We are looking for a Frontend Developer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Git, Deep Learning, Spark, NLP, Linux",Google,Mumbai
Software Engineer,"We are looking for a Software Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Java, REST APIs, React, Machine Learning, SQL, Docker",Amazon,Chennai
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, Java, Python, Spark, Git",Meta,Pune
DevOps Engineer,"We are looking for a DevOps Engineer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Git, Spark, AWS, Node.js",DataCorp,Hyderabad
Cloud Engineer,"We are looking for a Cloud Engineer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Power BI, SQL, Kubernetes, Deep Learning, AWS, Java, JavaScript",DataCorp,Chennai
Business Analyst,"We are looking for a Business Analyst at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, JavaScript, Machine Learning, AWS",Microsoft,Chennai
Data Scientist,"We are looking for a Data Scientist at Cognizant. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, PyTorch, React, Kubernetes, Deep Learning",Cognizant,Mumbai
Software Engineer,"We are looking for a Software Engineer at TCS. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, TensorFlow, PyTorch, NLP, Git",TCS,Chennai
Data Analyst,"We are looking for a Data Analyst at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Node.js, Deep Learning, TensorFlow, Kubernetes",IBM,Bangalore
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Google. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, JavaScript, Node.js, Spark, Java, Docker",Google,Pune
Software Engineer,"We are looking for a Software Engineer at Microsoft. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Power BI, Python, Kubernetes, Deep Learning",Microsoft,Pune
NLP Engineer,"We are looking for a NLP Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Node.js, React, Tableau, SQL",IBM,Bangalore
Machine Learning Engineer,"We are looking for a Machine Learning Engineer at Infosys. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Docker, PyTorch, Tableau, Deep Learning",Infosys,Hyderabad
Data Scientist,"We are looking for a Data Scientist at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Machine Learning, Python, Node.js, PyTorch, Linux",StartupX,Remote
Cloud Engineer,"We are looking for a Cloud Engineer at Meta. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Spark, Kubernetes, Deep Learning, Tableau, JavaScript",Meta,Chennai
AI Engineer,"We are looking for a AI Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Docker, AWS, Java, Power BI, JavaScript",IBM,Hyderabad
Backend Developer,"We are looking for a Backend Developer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","TensorFlow, Python, AWS, Power BI",Amazon,Hyderabad
Cloud Engineer,"We are looking for a Cloud Engineer at StartupX. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Kubernetes, SQL, Linux, Spark",StartupX,Bangalore
Backend Developer,"We are looking for a Backend Developer at TechNova. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, Linux, PyTorch, NLP, AWS",TechNova,Pune
NLP Engineer,"We are looking for a NLP Engineer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Deep Learning, Power BI, Git, Tableau",IBM,Hyderabad
NLP Engineer,"We are looking for a NLP Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, REST APIs, SQL, AWS",Amazon,Pune
Data Scientist,"We are looking for a Data Scientist at AI Labs. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Tableau, PyTorch, Spark, Git, SQL",AI Labs,Pune
Software Engineer,"We are looking for a Software Engineer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","Python, Docker, SQL, Spark, Linux",DataCorp,Hyderabad
Software Engineer,"We are looking for a Software Engineer at Amazon. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","NLP, Machine Learning, Docker, Spark",Amazon,Remote
Backend Developer,"We are looking for a Backend Developer at DataCorp. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","REST APIs, Kubernetes, Node.js, AWS",DataCorp,Pune
Backend Developer,"We are looking for a Backend Developer at IBM. The candidate will work on real-world projects, collaborate with teams, and build scalable solutions using modern technologies.","React, SQL, Tableau, TensorFlow",IBM,Bangalore
